id,_record_active,Org Name,Org ABN,Org Main Phone,Org Website,Org Industry,Org Addr Street 1,Org Addr Street 2,Org Addr Suburb,Org Addr State,Org Addr PC,Org Addr Country,Org Addr Postal Street 1,Org Addr Postal Street 2,Org Addr Postal Suburb,Org Addr Postal State,Org Addr Postal PC,Org Addr Postal Country,Org Addr for Invoice,Org Group Status,Org Group Parent,Org Group Parent ID,Org ActiveStatus,Org Business Search Words
550,1,HP Enterprise Services,,,,Professional services,,,,,,,,,,,,,,,,,Active,
551,1,HSBC,,,,Bank,,,,,,,,,,,,,,,,,Active,
552,1,Hughes Public Relations,,,,Marketing,,,,,,,,,,,,,,,,,Active,
553,1,Hughes-Castell,,03-9606-9345,,Professional services,,,,,,,,,,,,,,,,,Active,
554,1,Hull Real Estate,,,,Real estate/ property developer,,,,,,,,,,,,,,,,,Active,
555,1,Hunter Careers,,13-0055-0544,http://www.huntercareers.com.au/,Employment/ Workcover Rehabilitation,9 Claxton Street,,Adelaide,SA,5000,Australia,9 Claxton Street,,Adelaide,SA,5000,Australia,Street,Parent,Hunter Careers,555,Active,Recruitment services
557,1,Hurricane Events,,02-9356-2900,,Marketing,32 Crown Street,,WOOLLOOMOOLOO,NSW,2011,Australia,32 Crown Street,,WOOLLOOMOOLOO,NSW,2011,Australia,,,,,Active,
558,1,Huthwaite,,13-0085-6068,www.huthwaite.com.au,Education/ training provider,Level 7,99 Mount Street,North Sydney,NSW,2060,Australia,Level 7,99 Mount Street,North Sydney,NSW,2060,Australia,,,,,Active,
559,1,Hybrid Advertising and Marketing,,08-8113-0400,,Marketing,Ground Floor,60 Halifax Street,Adelaide,SA,5000,Australia,Ground Floor,60 Halifax Street,Adelaide,SA,5000,Australia,,,,,Active,
560,1,HydroPlan,,08-8373-4949,,Building and construction,7/62-66 Glen Osmond Road,,Parkside,SA,5063,Australia,7/62-66 Glen Osmond Road,,Parkside,SA,5063,Australia,,,,,Active,
561,1,i2 advisory,,08-8132-6400,http://www.i2advisory.com.au/,Professional services,38 Sydenham Road,,Norwood,SA,5067,Australia,38 Sydenham Road,,Norwood,SA,5067,Australia,Street,Parent,i2 advisory,561,Active,
562,1,IA Projects,,08-8212-1811,"www.iagroup,com.au",Building and construction,Level 3,50 Grenfell Street,Adelaide,SA,5000,Australia,Level 3,50 Grenfell Street,Adelaide,SA,5000,Australia,,,,,Active,
563,1,Ian Glenister Business Lawyers,,03-9457-5577,www.glenister.com.au,Professional services,70 Mount Street,,Heidelberg,VIC,3084,Australia,70 Mount Street,,Heidelberg,VIC,3084,Australia,,,,,Active,
564,1,IC Frith (WA),,08-6274-0580,,Insurance Broker,PO Box 1486,,Midland,WA,6936,Australia,PO Box 1486,,Midland,WA,6936,Australia,,,,,Active,
565,1,IC Frith & Associates,,02-8853-9135,www.icfrith.com.au,Insurance Broker,Suite 1 Building B,34-46 Brookhollow Avenue,Baulkham Hills,NSW,2153,Australia,Suite 1 Building B,34-46 Brookhollow Avenue,Baulkham Hills,NSW,2153,Australia,,,,,Active,
566,1,IC Frith & Associates (SA),,08-8274-2000,www.icfrith.com.au,Insurance Broker,Unit 6,53-57 Glen Osmond Road,Eastwood,SA,5063,Australia,Unit 6,53-57 Glen Osmond Road,Eastwood,SA,5063,Australia,,,,,Active,
567,1,Icon Recruitment Pty Ltd,,08-8306-8282,www.ironrec.com.au,Labour hire/ outsourcing,Ground Floor,165 Grenfell Street,Adelaide,SA,5000,Australia,Ground Floor,165 Grenfell Street,Adelaide,SA,5000,Australia,,,,,Active,
568,1,IGA Gilbert Street,,,,Retailing,33 Gilbert Street,,Adelaide,SA,5000,Australia,33 Gilbert Street,,Adelaide,SA,5000,Australia,,,,,Active,
569,1,Image Mats,,,,Marketing,,,,,,,,,,,,,,,,,Active,
570,1,Imaginit Technologies,,13-0066-7263,www.rand.com/imaginit/,Information technology,Level 1,145 O'Connell Street,North Adelaide,SA,5006,Australia,Level 1,145 O'Connell Street,North Adelaide,SA,5006,Australia,,,,,Active,
571,1,IMO Pty Ltd,,02-9397-1161,http://www. imo.net.au,Professional services,Level 11,130 Elizabeth Street,Sydney,NSW,2000,Australia,Level 11,130 Elizabeth Street,Sydney,NSW,2000,Australia,,,,,Active,
572,1,INENCO Pty Ltd,,02-9947-9200,,Retailing,"Suite 1703, Westfield Tower 1",520 Oxford Street,Bondi Junction,NSW,2022,Australia,"Suite 1703, Westfield Tower 1",520 Oxford Street,Bondi Junction,NSW,2022,Australia,Street,,,,Active,
573,1,Information City Victoria Investment Fund Pty Ltd,,03-8665-5200,,Professional services,PO Box 80,,Flinders Lane PO,VIC,8009,Australia,PO Box 80,,Flinders Lane PO,VIC,8009,Australia,,,,,Active,
574,1,InHouse Communications,,02-9880-9520,,Marketing,101 Eton Road,,Lindfield,NSW,2070,Australia,101 Eton Road,,Lindfield,NSW,2070,Australia,,,,,Active,
575,1,Ink Splat Studios,,,www.inksplat.com.au,Marketing,,,,,,,,,,,,,,,,,Active,
576,1,Innerspace SA,,08-8223-7373,www.innerspacesa.com.au,Retailing,101 Flinders Street,,Adelaide,SA,5000,Australia,101 Flinders Street,,Adelaide,SA,5000,Australia,,,,,Active,
577,1,Innodev Pty Ltd,,08-7421-5901,www.innodev.com.au,Professional services,Suite 710,147 Pirie Street,Adelaide,SA,5000,Australia,Suite 710,147 Pirie Street,Adelaide,SA,5000,Australia,,,,,Active,
578,1,Innovative Healthcare Technology Solutions,,,,Medical and related services,,,,,,,,,,,,,,,,,Active,
579,1,Innovision Consulting,,,,Professional services,PO Box 643,,Kensington Park,SA,5068,Australia,PO Box 643,,Kensington Park,SA,5068,Australia,,,,,Active,
580,1,Insight Taxation Pty Ltd,,02-9906-3696,,Financial services,Suite 202 Level 2,24-26 Falcon Street,Crows Nest,NSW,2065,Australia,Suite 202 Level 2,24-26 Falcon Street,Crows Nest,NSW,2065,Australia,,,,,Active,
581,1,Inskill Pty Ltd,,03-5327-9796,,Education/ training provider,University of Ballarat,University Drive,Mt Helen,VIC,3350,Australia,University of Ballarat,University Drive,Mt Helen,VIC,3350,Australia,,,,,Active,
582,1,Inspire Financial Solutions,,08-8232-4301,www.inspirefinancial.com.au,Financial services,204 Grenfell Street,,Adelaide,SA,5000,Australia,204 Grenfell Street,,Adelaide,SA,5000,Australia,,,,,Active,
583,1,Institute of Executive Coaching and Leadership (IECL),,,,Education/ training provider,,,,,,,,,,,,,,,,,Active,
584,1,Instreet Investment Limited,,,,Financial services,,,Sydney,NSW,2000,Australia,,,Sydney,NSW,2000,Australia,,,,,Active,
585,1,Intec Group,,08-8359-2332,www.intecgroup.com.au,Professional services,Level 1,1 Hutt Street,Adelaide,SA,5000,Australia,Level 1,1 Hutt Street,Adelaide,SA,5000,Australia,,,,,Active,
586,1,Integral Capital,,,,Venture capital,,,,,,,,,,,,,,,,,Active,
587,1,International Decision Systems Pty Ltd,,02-9247-9166,,Information technology,Suite 1,Level 5 6 O'Connell Street,Sydney,NSW,2000,Australia,Suite 1,Level 5 6 O'Connell Street,Sydney,NSW,2000,Australia,,,,,Active,
588,1,International Institute of Mentoring,,,,Education/ training provider,,,,,,,,,,,,,,,,,Active,
589,1,Interspan Holdings,,,,Building and construction,,,,,,,,,,,,,,,,,Active,
590,1,Investment Planning Services,,03-9887-8899,,Financial services,Suite 1,20 Kingsway,Glen Waverley,Vic,3150,Australia,Suite 1,20 Kingsway,Glen Waverley,Vic,3150,Australia,,,,,Active,
591,1,Investment Property Finders,,08-8232-9990,www.investmentpropertyfinders.com.au,Financial services,200 East Terrace,,Adelaide,SA,5000,Australia,200 East Terrace,,Adelaide,SA,5000,Australia,,,,,Active,
592,1,Investment Property Research,,,www.ipresearch.com.au,Financial services,PO Box 6711,Halifax Street,Adelaide,SA,5000,Australia,PO Box 6711,Halifax Street,Adelaide,SA,5000,Australia,,,,,Active,
593,1,Investorlink China Limited,,02-9247-9555,,Financial services,Level 26,56 Pitt Street,Sydney,NSW,2000,Australia,Level 26,56 Pitt Street,Sydney,NSW,2000,Australia,,,,,Active,
594,1,Investorlink Seurities,,02-9247-9555,,Financial services,Level 26 Royal Exchange Building,56 Pitt Street,Sydney,NSW,2000,Australia,Level 26 Royal Exchange Building,56 Pitt Street,Sydney,NSW,2000,Australia,,,,,Active,
595,1,Invogue Group,,,,Building and construction,,,,,,,,,,,,,,,,,Active,
596,1,IP Acquire and Operate Ltd,,,,*,,,,SA,5000,,,,,SA,5000,,,,,,Active,
597,1,IPAC,,02-9274-1817,,Financial services,"Level 5, AMP Centre",50 Bridge Street,Sydney,NSW,2000,Australia,"Level 5, AMP Centre",50 Bridge Street,Sydney,NSW,2000,Australia,,Parent,IPAC,597,Inactive,
598,1,IPD System Services Pty Ltd,,08-8331-7255,www.ipdsys.com.au,Information technology,401 Magill Road,,St Morris,SA,5068,Australia,401 Magill Road,,St Morris,SA,5068,Australia,,,,,Active,
599,1,Irene Grant & Associates,,08-8237-0546,,Financial services,61 Carrington Street,,Adelaide,SA,5000,Australia,61 Carrington Street,,Adelaide,SA,5000,Australia,,,,,Active,
600,1,Ironfish,,08-8110-9888,,Financial services,Level 6,431-439 King William Street,Adelaide,SA,5000,Australia,Level 6,431-439 King William Street,Adelaide,SA,5000,Australia,,,,,Active,
601,1,ISR Accounting,,13-0088-3963,www.israccounting.com.au,Financial services,PO Box 617,,Goodwood,SA,5034,Australia,PO Box 617,,Goodwood,SA,5034,Australia,,,,,Active,
602,1,J H Heard Pty Ltd,,08-8462-0922,,Professional services,Level 27,91 King William Street,Adelaide,SA,5000,Australia,Level 27,91 King William Street,Adelaide,SA,5000,Australia,,,,,Active,
603,1,J.K. Wong,,02-9212-3255,,Financial services,Level 20 Central Square,323 Castlereagh Street,Sydney,NSW,2000,Australia,Level 20 Central Square,323 Castlereagh Street,Sydney,NSW,2000,Australia,,,,,Active,
604,1,Jack's Creek,,02-6747-1730,www.jackscreek.com.au,Wine and viticulture,PO Box 986,,Pacific Fair,QLD,4218,Australia,PO Box 986,,Pacific Fair,QLD,4218,Australia,,,,,Active,
605,1,Jacobs Australia,,08-8344-3785,www.jacobs.com.au,Engineering,PO Box 14,,RAAF Edinburgh,SA,5111,Australia,PO Box 14,,RAAF Edinburgh,SA,5111,Australia,,,,,Active,
606,1,Jacqu Productions PR,,03-9885-3214,,Marketing,,,,VIC,3000,,,,,VIC,3000,,,,,,Active,
608,1,Jaguar Accounting Group,,08-8232-7122,www.jaguargroup.com.au,Financial services,Level 1,177 Angas Street,Adelaide,SA,5000,Australia,Level 1,177 Angas Street,Adelaide,SA,5000,Australia,,,,,Active,
609,1,Jamison and Associates,,,,Professional services,,,,,,,,,,,,,,,,,Active,
610,1,Jamshop Pty Ltd,,08-8100-9100,"www.jamshop.com,au",Marketing,277 Rundle Street,,Adelaide,SA,5000,Australia,277 Rundle Street,,Adelaide,SA,5000,Australia,,,,,Active,
611,1,Jappe & Associates,,,www.jappe.com.au,Professional services,260 Gilbert Street,,Adelaide,SA,5000,Australia,260 Gilbert Street,,Adelaide,SA,5000,Australia,,,,,Active,
612,1,Jaquillard Minns,,08-8221-6551,www.jaqminns.com.au,Financial services,65 Gilbert Street,,Adelaide,SA,5000,Australia,65 Gilbert Street,,Adelaide,SA,5000,Australia,,,,,Active,
613,1,JB Were,,02-9321-8803,www.jbwere.com,Financial services,Level 42 Governor Phillip Tower,1 Farrer Place,Sydney,NSW,2000,Australia,Level 42 Governor Phillip Tower,1 Farrer Place,Sydney,NSW,2000,Australia,,,,,Active,
617,1,Jigsaw Advisory,,02-9955-2295,,Professional services,PO Box 719,,North Sydney,NSW,2060,Australia,PO Box 719,,North Sydney,NSW,2060,Australia,,,,,Active,
618,1,Jirsch Sutherland,,02-9233-2111,www.jirschsutherland.com.au,Financial services,Level 2,84 Pitt Street,Sydney,NSW,2000,Australia,Level 2,84 Pitt Street,Sydney,NSW,2000,Australia,,,,,Active,
619,1,JNL Crankshaft Services,,08-8931-1990,,Mechanic,3/22 Beresford Road,,Palmerston,NT,831,Australia,3/22 Beresford Road,,Palmerston,NT,831,Australia,,,,,Active,
620,1,John Levy Lawyers,,,,Professional services,,,,,5000,Australia,,,,,5000,Australia,,,,,Active,
621,1,John Mueller Electrical,,,,Building and construction,PO Box 27,,Gawler,SA,5118,Australia,PO Box 27,,Gawler,SA,5118,Australia,,,,,Active,
622,1,Johnson Trading Industries Pty Ltd,,08-8632-5411,,Manufacturing,42 Main Road,,Port Pirie,SA,5540,Australia,42 Main Road,,Port Pirie,SA,5540,Australia,,,,,Active,
623,1,Johnson Winter & Slattery,,08-8239-7111,www.jws.com.au,Professional services,Level 10,211 Victoria Square,Adelaide,SA,5000,Australia,Level 10,211 Victoria Square,Adelaide,SA,5000,Australia,,,,,Active,
624,1,Johnston Grocke,,08-8303-0300,,Financial services,Level 1,225 Greenhill Road,Dulwich,SA,5065,Australia,Level 1,225 Greenhill Road,Dulwich,SA,5065,Australia,,,,,Active,
626,1,Jones Lang LaSalle,,08-8233-8898,,Real estate/ property developer,Level 22 Grenfell Centre,25 Grenfell Street,Adelaide,SA,5000,Australia,Level 22 Grenfell Centre,25 Grenfell Street,Adelaide,SA,5000,Australia,,,,,Active,
627,1,JP Pty Ltd,,08-8370-3603,,Manufacturing,31 Bermuda Way,,Glenalta,SA,5052,Australia,31 Bermuda Way,,Glenalta,SA,5052,Australia,,,,,Active,
628,1,JT Cycles,,08-8262-7449,,Retailing,262 Pulteney Street,,Adelaide,SA,5000,,262 Pulteney Street,,Adelaide,SA,5000,,,,,,Active,
629,1,Julie Allerton - Business Advisor,,08-8447-1979,www.julieallerton.com.au,Professional services,33 Lord Hobart Way,,West Lakes,SA,5021,Australia,33 Lord Hobart Way,,West Lakes,SA,5021,Australia,,,,,Active,
630,1,Just Super,,03-9616-2919,www.justsuper.com.au,Financial services,Level 7,333 Collins Street,Melbourne,VIC,3000,Australia,Level 7,333 Collins Street,Melbourne,VIC,3000,Australia,,,,,Active,
631,1,Justice Aviation,,(1) 65-1319-7933,,Aviation,,,,California,,,,,,California,,,,,,,Active,
632,1,Justine Kwan Acupuncture Clinic,,,,Medical and related services,,,,,,,,,,,,,,,,,Active,
633,1,K&S Freighters,,,,Transport and logistics,PO Box 567,,Mount Gambier,SA,5290,Australia,PO Box 567,,Mount Gambier,SA,5290,Australia,,,,,Active,
634,1,Kadina Hotel,,,,Restaurant - Adelaide,,,,,,,,,,,,,,,,,Active,
635,1,Kain C + C Lawyers,,08-7220-0900,,Professional services,315 Wakefield Street,,Adelaide,SA,5000,Australia,315 Wakefield Street,,Adelaide,SA,5000,Australia,,,,,Active,
636,1,Kalaharis Succession,,,,Trust/ trustee,Suite 2 Level 1,333 Drummond Street,Carlton,VIC,3053,Australia,Suite 2 Level 1,333 Drummond Street,Carlton,VIC,3053,Australia,,,,,Active,
637,1,Kaplan Professional Education,,,,Education/ training provider,,,,,,,,,,,,,,,,,Active,
640,1,Kelly Partners,,,,Financial services,,,Sydney,NSW,2000,Australia,,,Sydney,NSW,2000,Australia,,Parent,Kelly Partners,640,Active,
641,1,Kelly Services,,,www.kellyservices.com.au,Labour hire/ outsourcing,,,,,,,,,,,,,,,,,Active,
643,1,Ken Wolfenden Practising Accountant,,08-9622-5577,,Financial services,327 Fitzgerald Street,,Northam,WA,6401,Australia,327 Fitzgerald Street,,Northam,WA,6401,Australia,,,,,Active,
644,1,Kennedy & Co,,08-8373-5588,www.kennedy.com.au,Financial services,140 Greenhill Road,,Unley,SA,5061,Australia,140 Greenhill Road,,Unley,SA,5061,Australia,,,,,Active,
645,1,Key Advantage,,08-8339-6781,http://www.keyadvantage.com.au,Bank,,,,SA,5000,,,,,SA,5000,,,,,,Active,
646,1,Key Invest,,08-8213-1125,www.keyinvest.com.au,Financial services,49 Gawler Place,,ADELAIDE,SA,5000,Australia,PO Box 3340,,RUNDLE MALL,SA,5000,AUSTRALIA,,,,,Active,
647,1,Key Options,,02-9269-9100,,Information technology,Unit 8/6 Cuthbert Street,,SYDNEY,NSW,2000,Australia,Unit 8/6 Cuthbert Street,,SYDNEY,NSW,2000,Australia,,,,,Active,
648,1,KeyInvest,,08-8213-1106,www.keyinvest.com.au,Financial services,49 Gawler Place,,Adelaide,SA,5000,Australia,49 Gawler Place,,Adelaide,SA,5000,Australia,,,,,Active,
649,1,KI Accounting & Taxation Pty Ltd,,08-8553-2502,,Financial services,23 Osmond Street,,Kingscote,SA,5223,Australia,23 Osmond Street,,Kingscote,SA,5223,Australia,,,,,Active,
650,1,Kies Real Estate,,08-8523-3777,www.kies.com.au,Real estate/ property developer,3A Adelaide Road,,Gawler,SA,5118,Australia,3A Adelaide Road,,Gawler,SA,5118,Australia,,,,,Active,
651,1,Kinetic BPO,,,,Professional services,,,,,,,,,,,,,,,,,Active,
652,1,King & Wood Mallesons,,,,Professional services,,,,,,,,,,,,,,,,,Active,
653,1,King Schools,,,,Education/ training provider,,,,,,,,,,,,,,,,,Active,
655,1,KLH Consultancy,,,,Professional services,,,,,,,,,,,,,,,,,Active,
656,1,Klimentou & Co,,08-8332-3755,www.kilmentou.com.au,Financial services,Level 1,190 Glynburn Road,Tranmere,SA,5073,Australia,Level 1,190 Glynburn Road,Tranmere,SA,5073,Australia,,,,,Active,
657,1,Kloc Nominees Pty Ltd,,,,Trust/ trustee,PO Box 2411,,Caulfield Junction,VIC,3161,Australia,PO Box 2411,,Caulfield Junction,VIC,3161,Australia,,,,,Active,
658,1,KMT Partners,,08-8431-0022,,Financial services,31 Hauteville Terrace,,Eastwood,SA,5063,Australia,31 Hauteville Terrace,,Eastwood,SA,5063,Australia,,,,,Active,
659,1,Knight Frank,,08-8233-5213,www.knightfrank.com,Professional services,"Level 25, Westpac House",91 King William Street,Adelaide,SA,5000,Australia,"Level 25, Westpac House",91 King William Street,Adelaide,SA,5000,Australia,,Parent,Knight Frank,659,Active,
660,1,Knight Frank (NSW),,,,Professional services,"Level 22, Angel Place",123 Pitt Street,SYDNEY,NSW,2000,Australia,"Level 22, Angel Place",123 Pitt Street,SYDNEY,NSW,2000,Australia,,,,,Active,
661,1,Koala Shores Big4,,,,Accommodation,2 Oyster Farm Road,,Lemon Tree Passage,NSW,2319,Australia,2 Oyster Farm Road,,Lemon Tree Passage,NSW,2319,Australia,,,,,Active,
662,1,KPMG,,02-9455-9373,,Financial services,10 Shelley Street,,Sydney,NSW,2000,Australia,10 Shelley Street,,Sydney,NSW,2000,Australia,,,,,Active,
664,1,KWP! Advertising,,08-8217-9100,www.kwp.com.au,Marketing,6 Solomon Street,,Adelaide,SA,5000,Australia,6 Solomon Street,,Adelaide,SA,5000,Australia,,,,,Active,
665,1,lab.net.au,,,,*,,,,,,,,,,,,,,,,,Active,
666,1,Labour Hire Express,,,,Labour hire/ outsourcing,PO Box 2656,,Regency Park,SA,5942,Australia,PO Box 2656,,Regency Park,SA,5942,Australia,,,,,Active,
667,1,Laity Morrow,,08-8429-1400,,Professional services,Level 1,50 Pirie Street,Adelaide,SA,5000,Australia,Level 1,50 Pirie Street,Adelaide,SA,5000,Australia,,,,,Active,
668,1,Lambda Scientific,,08-8297-8880,www.lambdasci.com,Manufacturing,7 De Laine Avenue,,Edwardstown,SA,5039,Australia,7 De Laine Avenue,,Edwardstown,SA,5039,Australia,,,,,Active,
669,1,Lamberts Hall Chadwick,,08-8364-8000,,Financial services,Ground Floor,225 Greenhill Rd,Dulwich,SA,5065,Australia,Ground Floor,225 Greenhill Rd,Dulwich,SA,5065,Australia,,,,,Active,
670,1,Landriza Holdings Pty Ltd as trustee for the Landarza Family Trust,,,,Trust/ trustee,15 Clive Street,,Alphington,VIC,3078,Australia,15 Clive Street,,Alphington,VIC,3078,Australia,,,,,Active,
671,1,Last & Co Lawyers,,,,Professional services,,,,,,,,,,,,,,,,,Active,
672,1,Law Review,,02-9225-9902,,Marketing,PO Box Q1888,QVB Post Office,Sydney,NSW,2000,Australia,PO Box Q1888,QVB Post Office,Sydney,NSW,2000,Australia,,,,,Active,
673,1,"Law Society, NSW",,,,Industry Association,,,,,,,,,,,,,,,,,Active,
674,1,Lawler Partners,,02-8346-6000,www.lawlerpartners.com.au,Professional services,Level 9,1 O'Connell Street,Sydney,NSW,2000,Australia,Level 9,1 O'Connell Street,Sydney,NSW,2000,Australia,,,,,Active,
675,1,Lawnsales.com.au,,,,Retailing,,,Darwin,NT,800,Australia,,,Darwin,NT,800,Australia,,,,,Active,
676,1,LBC Money Transfer Pty Ltd,,63-2856-8545,,Financial services,Unit 14,197 Power Street,Glendenning,NSW,2761,Australia,Unit 14,197 Power Street,Glendenning,NSW,2761,Australia,,,,,Active,
677,1,LBH Accountants Pty Ltd,,08-8363-2085,www.lbh.com.au,Financial services,294 Payneham Road,,Payneham,SA,5070,Australia,294 Payneham Road,,Payneham,SA,5070,Australia,,,,,Active,
678,1,LBY Foundation Pty Ltd,,04-3373-0360,,Trust/ trustee,Suite 25 Elevation Building,6 Meridian Place,Bella Vista,NSW,2153,Australia,Suite 25 Elevation Building,6 Meridian Place,Bella Vista,NSW,2153,Australia,,,,,Active,
679,1,Le Cornu,,08-8292-3333,,Retailing,10 Anzac Highway,,Keswick,SA,5035,Australia,10 Anzac Highway,,Keswick,SA,5035,Australia,,,,,Active,
680,1,Leadenhall VRG,,08-8385-2207,www.leadenhall.com.au,Financial services,Level 1,31 Franklin Street,Adelaide,SA,5000,Australia,Level 1,31 Franklin Street,Adelaide,SA,5000,Australia,,,,,Active,
681,1,Leading Initiatives Worldwide,,02-9968-2777,www.liw3.com,Professional services,Building 18,Chowder Bay Road,Mosman,NSW,2088,Australia,Building 18,Chowder Bay Road,Mosman,NSW,2088,Australia,,,,,Active,
682,1,Legal Circles Consulting,,08-8407-3532,www.legalcircles.com,Professional services,Ground Floor,44 Currie Street,Adelaide,SA,5000,Australia,Ground Floor,44 Currie Street,Adelaide,SA,5000,Australia,,,,,Active,
683,1,Legally Precise,,,,Professional services,,,,,,,,,,,,,,,,,Active,
684,1,Legalwise Seminars,,02-8070-9910,,Education/ training provider,Level 2,97 Grafton Street,Bondi Junction,NSW,2022,Australia,Level 2,97 Grafton Street,Bondi Junction,NSW,2022,Australia,,,,,Active,
685,1,Legis Media,,,,Marketing,PO Box 646,,Rose Bay,NSW,2029,Australia,PO Box 646,,Rose Bay,NSW,2029,Australia,,,,,Active,
686,1,Lello Rositano Architects Pty Ltd,,08-8271-5145,www.lello.com.au,Building and construction,4 Sheffield Street,,Malvern,SA,5061,Australia,4 Sheffield Street,,Malvern,SA,5061,Australia,,,,,Active,
687,1,LemSec,,02-8098-4900,,Financial services,GPO Box 4249,,SYDNEY,NSW,2000,Australia,GPO Box 4249,,SYDNEY,NSW,2000,Australia,,,,,Active,
688,1,Lend Assist,,,,*,90 Rundle Street,,Kent Town,SA,5067,Australia,90 Rundle Street,,Kent Town,SA,5067,Australia,,,,,Active,
689,1,Lesicar Perrin,,08-8211-9422,,Trade Mark Attorney,49 Wright Street,,Adelaide,SA,5000,Australia,49 Wright Street,,Adelaide,SA,5000,Australia,,,,,Active,
690,1,Lester Franks,,08-8223-5220,www.lesterfranks.com.au,Building and construction,1st Floor,22 Chancery Lane,Adelaide,SA,5000,Australia,1st Floor,22 Chancery Lane,Adelaide,SA,5000,Australia,,,,,Active,
691,1,Letcher Moroney,,08-8267-4066,,Professional services,46 Greenhill Road,,Wayville,SA,5034,Australia,46 Greenhill Road,,Wayville,SA,5034,Australia,,Parent,Letcher Moroney,691,Active,
692,1,Letcher & Moroney Financial Services,,08-8267-3759,www.letchermoroney.com.au,Financial services,46 Greenhill Road,,Wayville,SA,5034,Australia,46 Greenhill Road,,Wayville,SA,5034,Australia,Street,,,,Active,
693,1,Lexis Nexis,,,lexisnexis.com.au,Resource,Tower 2 ,475-495 Victoria Avenue,Chatswood,NSW,2067,Australia,Tower 2 ,475-495 Victoria Avenue,Chatswood,NSW,2067,Australia,Street,,,,Active,
694,1,Leyland,,02-8920-0777,,*,Level 9,71 Walker Street,North Sydney,NSW,2060,Australia,Level 9,71 Walker Street,North Sydney,NSW,2060,Australia,,,,,Active,
695,1,Life Financial Planners,,08-9322-1882,www.lifefinancialplanners.com,Financial services,12/643 Murray Street,,WEST PERTH,WA,6005,Australia,12/643 Murray Street,,WEST PERTH,WA,6005,Australia,,,,,Active,
696,1,Life Star Financial Services Pty Ltd,,02-9299-9777,,Financial services,"Suite 902, Level 9",65 York Street,Sydney,NSW,2000,Australia,"Suite 902, Level 9",65 York Street,Sydney,NSW,2000,Australia,,,,,Active,
697,1,Lightsounds,,,,Retailing,,,,,,,,,,,,,,,,,Active,
698,1,Lin Andrews Real Estate,,08-8234-1212,www.linandrews.com.au,Real estate/ property developer,237-239 South Road,,Adelaide,SA,5000,Australia,237-239 South Road,,Adelaide,SA,5000,Australia,,,,,Active,
699,1,Link Market Services Limited,,,,Financial services,Locked Bag A14,,Sydney,NSW,1235,Australia,Locked Bag A14,,Sydney,NSW,1235,Australia,,,,,Active,
700,1,Lipman Karas,,08-8239-4624,,Professional services,Level 23,25 Grenfell Street,Adelaide,SA,5000,Australia,Level 23,25 Grenfell Street,Adelaide,SA,5000,Australia,,,,,Active,
701,1,Live Laugh Learn,,,,Personal Services,,,,,,,,,,,,,,,,,Active,
702,1,Living Edge,,02-9640-5609,,Retailing,,,Sydney,NSW,2000,Australia,,,Sydney,NSW,2000,Australia,,,,,Active,
703,1,LJ Hooker,,08-8336-3899,,Real estate/ property developer,,,Adelaide,SA,5000,Australia,,,Adelaide,SA,5000,Australia,,,,,Active,
704,1,LJ Hooker - West Lakes,,08-8347-3666,,Real estate/ property developer,139 Tapleys Hill Road,,Seaton,SA,5023,Australia,139 Tapleys Hill Road,,Seaton,SA,5023,Australia,,,,,Active,
705,1,LJ Hooker Commercial West Lakes,,08-8232-8844,www.ljhooker.com.au,Real estate/ property developer,Level 3,255 Pulteney Street,Adelaide,SA,5000,Australia,Level 3,255 Pulteney Street,Adelaide,SA,5000,Australia,,,,,Active,
706,1,LJ Hooker Mile End,,,,Real estate/ property developer,,,Adelaide,SA,5000,Australia,,,Adelaide,SA,5000,Australia,,,,,Active,
707,1,Locums Group,,02-9255-8844,http://www.locumsgroup.com.au/,Financial services,Level 3,20 Loftus Street,Sydney,NSW,2000,Australia,Level 3,20 Loftus Street,Sydney,NSW,2000,Australia,,,,,Active,
708,1,Logistica Trust,,08-8252-0283,,Trust/ trustee,9 Norway Avenue,,Hillbank,SA,5112,Australia,9 Norway Avenue,,Hillbank,SA,5112,Australia,,,,,Active,
709,1,Lot 341 Marina Drive Pty Ltd,,08-8110-9888,,Trust/ trustee,"Level 6, Optus Centre",431-439 King William Street,Adelaide,SA,5000,Australia,"Level 6, Optus Centre",431-439 King William Street,Adelaide,SA,5000,Australia,,,,,Active,
710,1,Lou Miranda Estate,,08-8524-4537,www.LouMirandaEstate.com.au,Restaurant - Adelaide,PO Box 197,,Lyndoch,SA,5351,Australia,PO Box 197,,Lyndoch,SA,5351,Australia,,,,,Active,
711,1,Love Law Online,,07-3343-9522,,Professional services,PO Box 6007,,Upper Mt Gravatt,QLD,4122,Australia,PO Box 6007,,Upper Mt Gravatt,QLD,4122,Australia,,,,,Active,
713,1,LWK Chartered Accountants,,02-9290-1588,www.lwkca.com,Financial services,Suite 201 Level 2,65 York Street,Sydney,NSW,2000,Australia,Suite 201 Level 2,65 York Street,Sydney,NSW,2000,Australia,,,,,Active,
714,1,Lynch Farm Monitoring,,,,Farming and agriculture,PO Box 293,,Streaky Bay,SA,5680,Australia,PO Box 293,,Streaky Bay,SA,5680,Australia,,,,,Active,
