ID,InvoiceID_Fk,Payment Date,Payment Amount,Payment Method
755,2609,02/11/2015,440,BPAY
756,2656,02/11/2015,577.5,BPAY
757,2529,02/11/2015,4818,BPAY
758,2562,02/11/2015,426.25,EFT
759,2625,30/10/2015,4854.7,Credit card
760,2518,30/10/2015,3000,Credit card
761,2612,02/11/2015,300,EFT
762,2516,03/11/2015,1485,EFT
763,2665,03/11/2015,1650,EFT
764,2589,02/11/2015,2018.5,EFT
765,2484,03/11/2015,3146,Credit card
766,2301,03/11/2015,1485,Credit card
767,2653,04/11/2015,440,Credit card
768,2381,04/11/2015,1650,EFT
769,2630,04/11/2015,3531,EFT
770,2614,04/11/2015,272.25,EFT
771,2700,28/10/2015,880,EFT
772,2635,05/11/2015,2376,EFT
773,2624,05/11/2015,19080,EFT
774,2505,06/11/2015,1023,EFT
775,2396,06/11/2015,1210,EFT
776,2637,06/11/2015,1386,EFT
777,2614,06/11/2015,272.25,EFT
778,2661,06/11/2015,9915,BPAY
779,2619,03/11/2015,1298,Cheque
780,2617,04/11/2015,990,Cheque
781,2667,09/11/2015,660,EFT
782,2613,09/11/2015,440,Credit card
783,2692,09/11/2015,330,Credit card
784,2660,09/11/2015,704,BPAY
785,2672,09/11/2015,1760,BPAY
786,2690,09/11/2015,1001,BPAY
787,2622,10/11/2015,2216.8,Cheque
788,2659,10/11/2015,38.4,Cheque
789,2676,10/11/2015,808.3,Cheque
790,2679,09/11/2015,2970,Cheque
791,2722,12/11/2015,440,Cash
792,2645,11/11/2015,2585,EFT
793,2697,06/11/2015,330,EFT
794,2642,11/11/2015,8789,BPAY
795,2336,11/11/2015,200,EFT
796,2658,11/11/2015,4730,Cheque
797,2620,11/11/2015,1320,Cheque
798,2669,12/11/2015,1009.2,EFT
799,2639,13/11/2015,1138.5,EFT
800,2687,12/11/2015,1320,EFT
801,2678,16/11/2015,330,BPAY
802,2709,17/11/2015,201.17,EFT
803,2733,17/11/2015,848,EFT
804,2686,17/11/2015,4733.4,BPAY
805,2629,18/11/2015,1584,EFT
806,2657,18/11/2015,4950,EFT
807,2677,19/11/2015,330,EFT
808,2713,20/11/2015,1980,EFT
809,2694,20/11/2015,4251.5,EFT
810,2668,20/11/2015,19536,EFT
811,2701,23/11/2015,99,EFT
813,2680,24/11/2015,550,EFT
814,2719,17/11/2015,1716,EFT
815,2401,18/11/2015,2734.5,Cheque
816,2588,17/11/2015,104.5,EFT
817,2602,17/11/2015,594,EFT
818,2651,28/10/2015,544.5,EFT
819,2732,23/11/2015,1650,BPAY
820,2703,23/11/2015,1870,BPAY
821,2643,23/11/2015,6933,EFT
822,2734,24/11/2015,440,BPAY
823,2681,24/11/2015,5940,EFT
824,2336,25/11/2015,200,EFT
825,2662,26/11/2015,2934.9,Cheque
826,2698,26/11/2015,2194.5,BPAY
827,2710,26/11/2015,2800,EFT
828,2707,26/11/2015,2058,Cheque
829,2611,27/11/2015,467.5,EFT
830,2671,27/11/2015,2530,Credit card
831,2631,27/11/2015,1584,Credit card
832,2608,27/11/2015,1288,Credit card
833,2524,30/11/2015,1650,Cheque
834,2766,30/11/2015,1930.5,BPAY
835,2636,30/11/2015,300,BPAY
836,2691,30/11/2015,990,BPAY
837,2705,30/11/2015,559,BPAY
838,2718,30/11/2015,2530,BPAY
839,2638,01/12/2015,1039.5,BPAY
840,2721,01/12/2015,2090,EFT
841,2337,01/12/2015,6270,EFT
842,2725,02/12/2015,848,EFT
843,2695,02/12/2015,1320,EFT
844,2729,02/12/2015,11099,BPAY
845,2731,01/12/2015,1408,EFT
846,2509,11/08/2014,595.25,EFT
847,2747,03/12/2015,1320,EFT
848,2758,03/12/2015,2750,EFT
849,2442,03/12/2015,440,Credit card
850,2582,03/12/2015,2332,Credit card
851,2683,03/12/2015,1288,BPAY
852,2724,03/12/2015,440,BPAY
853,2735,03/12/2015,1930.5,BPAY
854,2702,02/12/2015,1082.4,EFT
855,2607,04/12/2015,440,EFT
856,2730,04/12/2015,4972,EFT
857,2759,07/12/2015,940.5,eft
858,2664,07/12/2015,1288,cheque
860,2751,07/12/2015,2900,Credit card
861,2763,08/12/2015,5247,EFT
862,2618,08/12/2015,1056,BPAY
863,2652,08/12/2015,2326.5,BPAY
864,2689,08/12/2015,3937,BPAY
865,2760,08/12/2015,2574,BPAY
866,2715,09/12/2015,550,EFT
867,2716,09/12/2015,1398,BPAY
868,2783,09/12/2015,3399,Credit card
869,2711,10/12/2015,2920.5,EFT
870,2762,10/12/2015,3877.5,EFT
871,2801,10/12/2015,396,EFT
872,2807,10/12/2015,2587.1,EFT
873,2781,10/12/2015,2640,BPAY
874,2693,10/12/2015,4546.67,EFT
875,2805,11/12/2015,550,EFT
876,2403,11/12/2015,1650,Credit card
877,2746,11/12/2015,445.5,BPAY
878,2752,11/12/2015,1650,BPAY
880,2626,14/12/2015,848,EFT
881,2789,14/12/2015,1275,EFT
882,2745,14/12/2015,2750,EFT
883,2670,14/12/2015,6322.9,EFT
884,2769,14/12/2015,4075.13,EFT
885,2741,15/12/2015,220,EFT
886,2756,15/12/2015,1430,EFT
887,2627,15/12/2015,880,BPAY
888,2736,16/11/2015,550,BPAY
889,2737,15/12/2015,550,BPAY
890,2738,15/12/2015,550,BPAY
891,2666,16/12/2015,660,EFT
892,2621,16/12/2015,2970,EFT
893,2788,14/12/2015,2200,EFT
894,2745,17/12/2015,19,EFT
895,2132,17/12/2015,1320,EFT
896,2753,17/12/2015,2553,BPAY
897,2744,17/12/2015,2750,EFT
898,2826,17/12/2015,3322,EFT
899,2383,16/12/2015,903,Cheque
900,2398,16/12/2015,550,Cheque
901,2526,16/12/2015,2,Cheque
902,2792,18/12/2015,220,EFT
903,2794,18/12/2015,643.5,BPAY
904,2773,18/12/2015,2491.5,EFT
905,2833,17/12/2015,2107.88,BPAY
906,2723,21/12/2015,559,BPAY
907,2813,22/12/2015,10340,BPAY
908,2823,22/12/2015,825,BPAY
909,2785,23/12/2015,848,BPAY
910,2847,23/12/2015,7254.09,BPAY
911,2806,29/12/2015,1320,BPAY
912,2844,30/12/2015,1267,BPAY
913,2778,30/12/2015,400,BPAY
914,2800,30/12/2015,6459,BPAY
915,2815,30/12/2015,1430,BPAY
916,2765,31/12/2015,445.5,BPAY
917,2798,22/12/2015,2200,EFT
918,2834,22/12/2015,6540,EFT
919,2750,22/12/2015,440,EFT
920,2793,22/12/2015,1534.5,EFT
921,2777,22/12/2015,2975.5,Cheque
922,2775,22/12/2015,163.8,Cheque
923,2802,22/12/2015,394,Cheque
924,2848,22/12/2015,407,Cheque
925,2776,22/12/2015,8239.79,Cheque
926,2726,22/12/2015,12591.5,Credit card
927,2827,22/12/2015,16165,EFT
928,2739,23/12/2015,363,EFT
929,2846,23/12/2015,880,EFT
930,2814,23/12/2015,2678.5,EFT
931,2842,23/12/2015,5820.65,EFT
932,2830,29/12/2015,484,EFT
933,2845,29/12/2015,1037,EFT
934,2412,29/12/2015,880,EFT
935,2699,29/12/2015,4007.4,EFT
936,2812,31/12/2015,453.2,EFT
937,2812,31/12/2015,1166,EFT
938,2812,31/12/2015,1166,EFT
939,2812,31/12/2015,1496,EFT
940,2812,31/12/2015,3265.9,EFT
941,2655,04/01/2016,566.5,BPAY
942,2791,04/01/2016,6613.11,BPAY
943,2854,04/01/2016,2035,BPAY
944,2767,05/01/2016,1288,EFT
945,2557,05/01/2016,2517,EFT
946,2832,07/01/2016,2537.15,EFT
947,2850,07/01/2016,5034.15,EFT
948,2851,01/07/2016,5545,EFT
949,2634,22/12/2015,1100,EFT
950,2795,14/12/2015,346.5,EFT
951,2809,11/01/2016,3740,BPAY
952,2858,23/12/2015,3613.5,EFT
953,2859,23/12/2015,4192.1,EFT
954,2835,12/01/2016,1237.5,Credit card
955,2810,12/01/2016,1375,EFT
956,2836,12/01/2016,2191,BPAY
957,2855,12/01/2016,1704.6,BPAY
958,2849,12/01/2016,4840,EFT
959,2840,05/02/2016,880,EFT
960,2803,12/01/2016,10216.26,credit card
961,2816,13/01/2016,198.5,EFT
962,2799,13/01/2016,1468.5,BPAY
963,2674,14/01/2016,423.5,EFT
964,2787,07/12/2015,1324,Cheque
965,2768,15/01/2016,693,EFT
966,2856,15/01/2016,880,EFT
967,2787,15/01/2016,1449,EFT
968,2841,15/01/2016,1732.5,EFT
969,2499,15/01/2016,4575.67,EFT
970,2764,14/01/2016,3309,EFT
971,2821,19/01/2016,528,Cheque
972,2675,19/01/2016,2769,EFT
973,2757,21/01/2016,330,EFT
974,2706,21/01/2016,770,EFT
975,2797,22/01/2016,1288,EFT
976,2696,18/01/2016,682.87,BPAY
977,2774,18/01/2016,3080,BPAY
978,2831,18/01/2016,5551.7,BPAY
979,2839,18/01/2016,495,BPAY
980,2837,18/01/2016,445.5,BPAY
981,2684,18/01/2016,495,BPAY
982,2880,22/01/2016,679.8,BPAY
983,2708,22/01/2016,903,BPAY
984,2870,22/01/2016,679.8,BPAY
985,2860,25/01/2016,3864,BPAY
986,2876,25/01/2016,308,EFT
987,2820,25/01/2016,1453,EFT
988,2818,27/01/2016,1288,Credit card
989,2828,27/01/2016,1288,Credit card
990,2863,27/01/2016,1320,Credit card
991,2879,27/01/2016,19279.7,EFT
992,2811,28/01/2016,467.5,EFT
993,2578,28/01/2016,537.6,Credit card
994,2727,29/01/2016,440,Credit card
995,2786,29/01/2016,1210,BPAY
996,2869,29/01/2016,1222.71,EFT
997,2869,29/01/2016,4647.29,EFT
998,2868,29/01/2016,21093.5,EFT
999,2634,29/01/2016,1100,Cheque
1000,2847,02/02/2016,4000,BPAY
1001,2871,02/02/2016,808.5,BPAY
1002,2906,02/02/2016,1078,Cheque
1003,2861,02/02/2015,550,Cheque
1004,2848,02/02/2016,3662.18,Cheque
1005,2864,03/02/2016,330,BPAY
1006,2822,03/02/2016,1276,EFT
1007,1847,22/10/2015,1445.37,EFT
1008,1847,02/01/2016,2000,EFT
1009,2872,05/02/2016,577.5,EFT
1010,2873,05/02/2016,635.25,EFT
1011,2804,05/02/2016,1424.5,BPAY
1012,2852,08/02/2016,1288,BPAY
1013,2899,08/02/2016,4346.1,EFT
1014,2593,09/02/2016,366.1,EFT
1015,2865,09/02/2016,1611.5,EFT
1016,2770,09/02/2016,1980,EFT
1017,2848,09/02/2016,3662.18,Cheque
1018,2892,10/02/2016,4607,Cheque
1019,2926,11/02/2016,385,EFT
1020,2925,11/02/2016,1494,EFT
1021,2628,15/02/2016,660,EFT
1022,2942,16/02/2016,1320,Cheque
1023,2928,12/02/2016,385,EFT
1024,2882,12/02/2016,3846,EFT
1025,2866,15/01/2016,3060,eft
1026,2896,10/02/2016,759,cheque
1027,2888,15/02/2016,550,cheque
1028,2819,15/02/2016,1453,cheque
1029,2754,15/02/2016,660,cheque
1030,2891,01/02/2016,660,EFT
1032,2929,16/02/2016,770,eft
1033,2936,16/02/2016,2640.7,Trust Account
1034,2862,16/02/2016,990,Trust Account
1035,2898,16/02/2016,21630,Trust Account
1036,2893,16/05/2016,16500,EFT
1037,2907,16/02/2016,4421.2,BPAY
1038,2932,16/02/2016,1100,BPAY
1039,2867,17/02/2016,104.5,eft
1040,2934,17/02/2016,4306.5,Credit card
1041,2889,18/02/2016,7039.05,7039.05
1042,2901,18/02/2016,1980,BPAY
1043,2931,18/02/2016,330,BPAY
1044,2874,22/02/2016,1650,cash
1045,2900,22/02/2016,1114,Cash
1046,2930,23/02/2016,385,BPAY
1047,2952,23/02/2016,467.5,EFT
1048,2885,23/02/2016,880,EFT
1049,2908,22/02/2016,961.5,EFT
1050,2948,24/02/2016,330,EFT
1051,2947,24/02/2016,440,EFT
1052,2946,24/02/2016,467.5,EFT
1053,2938,24/02/2016,860,EFT
1054,2939,24/02/2016,1030,eft
1055,2954,24/02/2016,2963.4,BPAY
1056,2895,25/02/2016,1650,BPAY
1057,2927,25/02/2016,27348.2,BPAY
1058,2913,26/02/2016,2530,Cheque
1059,2941,29/02/2016,938.3,EFT
1060,2953,29/02/2016,2117.79,EFT
1061,2933,29/02/2016,2663,EFT
1062,2644,01/03/2016,1453,EFT
1063,2905,02/03/2016,453.2,EFT
1064,2963,02/03/2016,1578.5,Cheque
1065,2975,04/03/2016,440,Credit card
1066,3010,23/02/2016,2500,EFT
1067,3003,27/04/2016,9911.62,trust
1069,2979,07/03/2016,2200,EFT
1070,2984,07/03/2016,8279.7,Trust Account
1071,2969,08/03/2016,1980,Cheque
1072,2967,07/03/2016,1980,Trust Account
1073,2990,04/03/2016,385,EFT
1074,2965,04/03/2016,566.5,eft
1075,2817,04/03/2016,3420,Cheque
1076,2998,04/03/2016,3300,Cheque
1077,2883,04/03/2016,297,Cheque
1078,2684,04/03/2016,1694,Cheque
1079,2960,07/03/2016,903,EFT
1080,2897,07/03/2016,990,EFT
1081,2982,09/03/2016,715,BPay
1082,2914,08/03/2016,891,EFT
1083,2916,08/03/2016,1881,eft
1084,2978,08/03/2016,2640,eft
1085,2937,08/03/2016,4677.25,eft
1086,2989,08/03/2016,5643,eft
1087,2912,09/03/2016,1288,BPAY
1088,3005,10/03/2016,660,eft
1089,3008,10/03/2016,726,Trust Account
1090,3004,10/03/2016,11501.09,Trust Account
1091,2950,11/03/2016,3684.45,Cheque
1092,2654,11/03/2016,1659,eft
1093,2988,10/03/2016,2200,bpay
1094,2857,11/03/2016,500.5,bpay
1095,2950,15/03/2016,3684.45,Cheque
1096,3007,15/03/2016,1720.3,trust
1097,3013,17/03/2016,440,credit card
1098,2972,17/03/2016,1288,credit card
1099,2980,17/03/2016,1551.4,bpay
1100,3022,17/03/2016,330,bpay
1101,2894,21/03/2016,1100,eft
1102,3000,21/03/2016,2227.5,eft
1103,2847,21/03/2016,3000,bpay
1104,3002,21/03/2016,1814,bpay
1105,3020,21/03/2016,440,bpay
1106,2983,22/03/2016,660,eft
1107,2974,22/03/2016,1320,eft
1108,3026,23/03/2016,4225.73,eft
1109,2603,23/03/2016,4778,bpay
1110,3038,23/03/2016,330,bpay
1111,2808,24/03/2016,715,credit card
1112,2405,24/03/2016,1320,bpay
1113,2436,24/03/2016,550,bpay
1114,3023,24/03/2016,385,bpay
1115,3009,24/03/2016,2657.6,eft
1116,3027,24/03/2016,453.2,eft
1117,2952,,,
1118,2956,29/03/2016,1831.5,bpay
1119,3012,29/03/2016,440,bpay
1120,3016,30/03/2016,11178.28,cheque
1122,2636,30/03/2016,500,BPAY
1124,3043,31/03/2016,1730.85,BPAY
1125,3032,31/03/2016,891,eft
1126,3048,31/03/2016,440,eft
1127,3031,31/03/2016,440,EFT
1128,3021,31/03/2016,717.2,eft
1129,3001,01/04/2016,2200,eft
1130,2997,01/04/2016,1560,eft
1131,2414,04/04/2016,550,write off
1132,2784,04/04/2016,231,write off
1133,2176,04/04/2016,660,write off
1134,2976,04/04/2016,2970,credit card
1135,2977,04/04/2016,3300,credit card
1136,1847,04/04/2016,1012.13,Bpay
1137,1932,04/04/2016,2987.87,Bpay
1138,3029,04/04/2016,789,eft
1139,3040,05/04/2016,467.5,Trust
1140,3040,05/04/2016,77,write off
1141,2728,05/04/2016,275,eft
1142,2648,26/02/2016,467.5,eft
1143,2648,04/05/2016,2062.5,eft
1144,3047,05/04/2016,990,eft
1145,3061,05/04/2016,484,eft
1146,2958,06/04/2016,3089.6,bpay
1147,2973,06/04/2016,1453,Bpay
1148,3037,06/04/2016,2090,credit card
1149,3060,06/04/2016,770,credit card
1150,3052,06/04/2016,4819.1,cheque
1151,2252,06/04/2016,2904,eft
1152,2314,06/04/2016,902,eft
1153,3030,08/04/2016,3095.4,eft
1154,2937,08/04/2016,4677.25,eft
1155,3068,11/04/2016,7719.45,credit card
1156,2742,11/04/2016,1650,credit card
1157,3059,11/04/2016,1496,credit card
1158,3089,11/04/2016,498.4,eft
1159,3108,12/04/2016,330,cheque
1160,3017,12/04/2016,660,bpay
1161,2945,12/04/2016,2623.5,credit card
1162,3087,12/04/2016,385,BPAY
1163,3019,13/04/2016,440,cheque
1164,2915,12/04/2016,990,write off
1165,2909,12/04/2016,842,write off
1166,2623,12/04/2016,1291.5,write off
1167,3082,13/04/2016,2065.5,eft
1168,3106,13/04/2016,2244,eft
1170,3042,14/04/2016,2200,bpay
1171,3042,14/04/2016,566.5,bpay
1172,3042,14/04/2016,181.5,bpay
1173,3042,14/04/2016,181.5,bpay
1174,3044,14/04/2016,990,eft
1175,3097,14/04/2016,2541,eft
1176,3057,14/04/2016,3960,eft
1177,3049,15/04/2016,671,bpay
1178,2843,15/04/2016,689.59,eft
1180,2917,18/04/2016,1138.5,Bpay
1181,3035,18/04/2016,693,bpay
1182,3072,18/04/2016,949.03,Bpay
1183,3073,18/04/2016,876.7,Bpay
1184,3111,18/04/2016,351.2,Bpay
1185,3070,18/04/2016,660,eft
1186,3054,18/04/2016,440,eft
1187,3039,18/04/2016,330,eft
1188,2935,18/04/2016,660,eft
1189,3075,19/04/2016,1923.9,bpay
1190,3119,19/04/2016,3625.6,bpay
1191,3081,19/04/2016,1100,eft
1192,3078,19/04/2016,2878.15,credit card
1193,3004,10/03/2016,9911.62,Trust Account
1194,3004,18/03/2016,37758.29,Trust Account
1195,2924,20/04/2016,31842.43,Trust
1196,3113,20/04/2016,1342,Trust
1197,3103,20/04/2016,1375,eft
1198,3114,20/04/2016,18514.6,trust
1199,2886,20/04/2016,3762,trust
1200,2623,20/04/2016,358.5,trust
1201,3051,21/04/2016,3861,eft
1202,3096,21/04/2016,6077,eft
1203,3050,22/04/2016,3300,bpay
1204,3072,22/04/2016,949.02,eft
1205,3109,26/04/2016,12100,cheque
1206,3079,06/05/2016,467.5,eft
1207,3102,26/04/2016,660,cheque
1208,3071,27/04/2016,2530,bpay
1209,3087,27/04/2016,385,BPAY
1210,3036,27/04/2016,990,eft
1211,2764,27/04/2016,3309,EFT
1212,3088,27/04/2016,742.5,eft
1213,3033,27/04/2016,990,eft
1214,3142,28/04/2016,1980,credit card
1216,3107,28/04/2016,5339.4,bpay
1218,3147,28/04/2016,5527,bpay
1219,3152,28/04/2016,440,Bpay
1220,3123,29/04/2016,440,Bpay
1221,3143,29/04/2016,1320,bpay
1222,2962,26/04/2016,440,eft
1223,2962,26/04/2016,6.8,write off
1224,2981,02/05/2016,2530,bpay
1225,3006,02/05/2016,385,bpay
1226,3127,02/05/2016,1320,bpay
1227,3148,02/05/2016,1188,bpay
1228,3162,03/05/2016,330,credit card
1229,3100,02/05/2016,550,eft
1230,3101,02/05/2016,550,eft
1231,2494,02/05/2016,2000,eft
1232,2494,02/05/2016,2996.88,write off
1233,3140,02/05/2016,1453,bpay
1235,3153,02/05/2016,6980.5,bpay
1236,3074,02/05/2016,1084.6,cheque
1237,3110,03/05/2016,4620,eft
1238,3139,03/05/2016,1980,eft
1239,3126,03/05/2016,2172.5,eft
1240,3131,04/05/2016,7700,cheque
1241,3173,05/05/2016,330,eft
1243,3063,05/05/2016,3227.95,cheque
1244,3136,05/05/2016,4137.8,cheque
1245,3135,05/05/2016,1485,cheque
1246,3137,05/05/2016,330,cheque
1247,3086,05/05/2016,660,cheque
1248,3172,04/05/2016,880,eft
1249,3164,04/05/2016,880,eft
1250,3066,04/05/2016,6600,eft
1251,3175,06/05/2016,2061.28,eft
1252,3098,06/05/2016,899,eft
1253,3161,09/05/2016,880,credit card
1254,3156,09/05/2016,3261.75,bpay
1255,3160,16/05/2016,2508,bpay
1256,2937,09/05/2016,4677.25,eft
1257,3028,11/05/2016,8274.75,bpay
1258,3146,10/05/2016,3090,eft
1259,3145,12/05/2016,1980,eft
1260,3014,13/05/2016,3850,eft
1261,3190,17/05/2016,4031.5,credit card
1262,3174,17/05/2016,440,eft
1263,3176,17/05/2016,1204,EFT
1264,3168,17/05/2016,2750,eft
1265,3199,18/05/2016,1039.5,eft
1266,3200,19/05/2016,1386,bpay
1267,3186,19/05/2016,440,eft
1268,3191,19/05/2016,660,Trust
1269,3192,19/05/2016,561,TRUST
1270,3212,19/05/2016,330,TRUST
1271,3121,19/05/2016,1650,TRUST
1272,3202,19/05/2016,3717.2,TRUST
1273,3065,20/05/2016,2200,eft
1274,3189,23/05/2016,440,credit card
1275,3064,20/05/2016,1540,bpay
1276,3112,23/05/2016,550,eft
1277,3122,24/05/2016,440,eft
1278,3046,24/05/2016,440,eft
1279,3197,24/05/2016,1453,eft
1280,3149,24/05/2016,4400,bpay
1281,3220,25/05/2016,2310,bpay
1282,3188,26/05/2016,275,credit card
1283,3144,27/05/2016,2563,cheque
1284,3210,27/05/2016,330,bpay
1285,3184,30/05/2016,1980,bpay
1286,3195,30/05/2016,1127.5,bpay
1287,3198,30/05/2016,3116,bpay
1288,2782,30/05/2016,1980,eft
1289,2796,30/05/2016,990,eft
1290,2636,30/05/2016,10,Bpay
1291,3117,31/05/2016,594.55,bpay
1293,3207,01/06/2016,1357.4,eft
1294,3183,01/06/2016,1732.5,eft
1295,3248,02/06/2016,3239.78,cheque
1296,3250,02/06/2016,957,credit card
1297,3230,02/06/2016,330,eft
1298,3245,02/06/2016,990,trust
1299,3238,02/06/2016,1188,eft
1300,2714,02/06/2016,1419,eft
1301,3243,02/06/2016,1584,trust
1302,3242,02/06/2016,1980,trust
1303,3010,02/06/2016,3804.65,trust
1304,3132,02/06/2016,5486.9,bpay
1305,3170,06/06/2016,1980,Credit card
1306,2796,,,
1307,2636,06/06/2016,175,eft
1308,2944,06/06/2016,825,eft
1310,3260,03/06/2016,1485,eft
1311,3116,06/06/2016,5588.55,eft
1312,3218,06/06/2016,550,bpay
1313,3223,06/06/2016,18522,bpay
1314,3253,06/06/2016,283.25,bpay
1315,3244,02/06/2016,903,Credit card
1316,3252,02/06/2016,750,Credit card
1317,2279,03/06/2016,396,eft
1318,3034,06/06/2016,841.5,eft
1319,3221,06/06/2016,6173.75,trust
1320,3246,06/06/2016,11220,trust
1321,2937,06/06/2016,1927.25,eft
1322,3215,31/05/2016,2200,bpay
1323,2198,04/04/2016,440,bad debt - written off
1324,3211,07/09/2016,2614.7,cheque
1325,2382,24/03/2016,660,eft
1326,2406,21/03/2016,330,credit given by AA
1327,3099,27/04/2016,4114,Credit card
1328,2336,10/12/2015,200,EFT
1329,2957,16/03/2016,550,cheque
1331,3262,07/06/2016,2970,bpay
1332,3120,28/04/2016,1100,eft
1333,2046,09/11/2015,440,Bad Debt written off per advice from AA
1334,2132,17/12/2015,550,Bad debt written off per AA
1335,3015,26/06/2016,1430,cheque
1336,3076,29/04/2016,5256,eft
1337,2574,04/04/2016,330,Bad debt written off per advice from AA
1338,2778,04/04/2016,489,Bad debt written off per advice from AA
1339,3233,31/05/2016,2202.2,eft
1340,3130,09/05/2016,825,eft
1341,3128,16/05/2016,440,bpay
1342,2402,15/12/2015,6,Bad debt written off per advice from AA
1343,3138,10/05/2016,6600,cheque
1344,3256,08/06/2016,1320,Credit card
1345,2779,07/06/2016,4950,eft
1346,3194,08/06/2016,770,eft
1347,3055,08/06/2016,423.5,bpay
1348,3241,08/06/2016,848,bpay
1349,1782,08/06/2016,1375,eft
1350,3273,09/06/2016,104.5,apply overpayment
1351,3201,09/06/2016,660,eft
1352,3196,09/06/2016,1288,eft
1354,3215,10/06/2016,220,credit
1355,1932,10/06/2016,2000,eft
1356,2755,10/06/2016,1100,eft
1357,2911,10/06/2016,1453,eft
1358,3185,10/06/2016,220,eft
1362,3279,03/05/2016,300,cash
1363,3222,14/06/2016,3793,eft
1364,3178,14/06/2016,4141.5,bpay
1365,3187,16/06/2016,1039.5,cheque
1366,3219,15/06/2016,879,cheque
1367,3264,15/06/2016,495,cheque
1368,3155,15/06/2016,5263.5,trust
1369,2971,15/06/2016,2333,eft
1370,3155,15/06/2016,7.2,write off balance
1371,3251,16/06/2016,346.5,eft
1372,3261,16/06/2016,495,eft
1373,3234,16/06/2016,1980,eft
1374,3249,17/06/2016,2003,Credit card
1375,3278,17/06/2016,770,bpay
1376,3180,17/06/2016,880,eft
1377,3205,20/06/2016,429,cheque
1378,3284,20/06/2016,2504.15,bpay
1379,3258,20/06/2016,1654.95,bpay
1380,3267,20/06/2016,1870,bpay
1381,3254,20/06/2016,550,eft
1382,3167,21/06/2016,1925,bpay
1383,3305,22/06/2016,330,Cheque
1384,3169,22/06/2016,645,eft
1385,2755,22/06/2016,1600,eft
1386,3171,22/06/2016,3861,eft
1387,3235,22/06/2016,4180,bpay
1388,3281,23/06/2016,550,credit card
1389,3154,23/06/2016,1398,eft
1390,2964,23/04/2016,6600,eft
1391,2884,24/06/2016,1237.5,bpay
1392,3239,24/06/2016,247.5,eft
1394,3216,24/06/2016,346.5,eft
1395,3255,24/06/2016,1200,eft
1396,3206,27/06/2016,537.9,written off per AA
1397,3298,27/06/2016,632.5,Credit card
1398,3299,27/06/2016,1430,Credit card
1399,3300,27/06/2016,4900.79,Credit card
1400,3177,27/06/2016,848,bpay
1401,3304,26/06/2016,1650,bpay
1402,3276,27/06/2016,935,eft
1403,3228,27/06/2016,8868.45,cheque
1404,3229,27/06/2016,3334.3,cheque
1405,3231,27/06/2016,11998.73,cheque
1406,3080,15/04/2016,2701,TRUST
1407,3307,28/06/2016,1354.65,bpay
1408,3270,28/06/2016,660,bpay
1409,3286,29/06/2016,1100,cheque
1410,3323,29/06/2016,2407.6,cheque
1411,3311,28/06/2016,143.9,eft
1412,3166,28/06/2016,5940,eft
1413,3165,28/06/2016,2113,eft
1414,3294,28/06/2016,825,eft
1416,3285,28/06/2016,2640,eft
1417,3204,28/06/2016,3735.9,bpay
1418,3118,29/06/2016,1496,credit card
1419,3085,29/06/2016,1320,credit card
1420,3224,29/06/2016,467.5,eft
1421,3288,30/06/2016,440,cheque
1422,3272,30/06/2016,1208.35,credit card
1423,3266,30/06/2016,1650,bpay
1424,3179,30/06/2016,550,eft
1425,3067,30/06/2016,2750,eft
1426,3269,05/07/2016,1288,credit card
1427,3181,05/07/2016,1669.6,Cheque
1428,3182,05/07/2016,1669.6,cheque
1429,3321,04/07/2016,2425.5,bpay
1430,3290,06/07/2016,1435.5,bpay
1431,3335,05/07/2016,9878.7,bpay
1432,3326,06/07/2016,550,bpay
1433,3343,06/07/2016,903,bpay
1434,3310,06/07/2015,1980,credit card
1435,3322,07/06/2016,440,eft
1436,3277,07/06/2016,440,eft
1437,2940,07/06/2016,3500,eft
1438,2940,07/06/2016,1366.95,credit/ write off
1439,2949,07/06/2016,880,credit/ write off
1441,3091,08/07/2016,1302.95,bpay
1442,3301,08/07/2016,1320,bpay
1443,3225,08/07/2016,2152.7,eft
1444,3293,08/07/2016,906.4,eft
1445,3325,11/07/2016,5145.8,bpay
1446,3320,12/07/2016,5656,credit card
1447,3327,11/07/2016,445.5,eft
1448,3313,11/07/2016,550,eft
1449,3062,11/07/2016,3300,eft
1450,3208,11/07/2016,3074.5,eft
1451,3318,12/07/2016,643.5,bpay
1452,3312,12/07/2016,550,eft
1453,2910,13/07/2016,1485,bpay
1454,3151,13/07/2016,2860,bpay
1455,3308,15/07/2016,5720,eft
1456,3268,15/07/2016,792,eft
1457,3297,15/07/2016,1989,eft
1458,3374,19/07/2016,1732.52,cheque
1459,3374,19/07/2016,-0.02,rounding
1460,3315,18/07/2016,2035,eft
1461,3362,20/07/2016,385,bpay
1462,3379,21/07/2016,1421.75,Credit card
1463,3372,20/07/2016,2376.66,eft
1464,3367,20/07/2016,440,eft
1465,3345,20/07/2016,330,eft
1466,3332,20/07/2016,2920.5,eft
1467,3331,25/07/2016,3300,bpay
1468,3357,25/07/2016,849.75,bpay
1469,3347,25/07/2016,528,eft
1470,3365,22/07/2016,1537.25,eft
1471,3382,22/07/2016,1485,eft
1472,3203,21/07/2016,2838,eft
1473,3358,25/07/2016,1930.5,bpay
1474,3364,25/07/2016,1026.5,bpay
1475,3390,25/07/2016,2310,bpay
1476,3386,25/07/2016,495,eft
